1	1 
2	3 
3	3 
4	2 
5	2 
6	1 
7	2 
8	1 
9	2 
10	1 
11	3 
12	1 
13	3 
14	2 
15	2 
16	3 
17	3 
18	1 
19	1 
20	2 
21	1 
22	1 
23	2 
24	1 
25	3 
26	2 
27	3 
28	2 
29	2 
30	1 
31	3 
32	2 
33	2 
34	3 
35	3 
36	3 
37	1 
38	3 
39	1 
40	2 
41	3 
42	2 
43	1 
44	3 
45	3 
46	3 
47	3 
48	2 
49	2 
50	2 
51	2 
52	1 
53	1 
54	1 
55	2 
56	3 
57	3 
58	3 
59	1 
60	2 
61	2 
62	2 
63	1 
64	2 
65	2 
66	3 
67	2 
68	2 
69	3 
70	3 
71	2 
72	3 
73	1 
74	2 
75	2 
76	1 
77	3 
78	1 
79	3 
80	1 
81	1 
82	2 
83	3 
84	3 
85	3 
86	2 
87	2 
88	2 
89	3 
90	3 
91	1 
92	1 
93	1 
94	2 
95	1 
96	1 
97	2 
98	2 
99	1 
100	1 
101	3 
102	2 
103	3 
104	1 
105	1 
106	3 
107	2 
108	1 
109	3 
110	3 
111	3 
112	2 
113	3 
114	2 
115	1 
116	3 
117	3 
118	3 
119	3 
120	2 
121	3 
122	1 
123	1 
124	1 
125	1 
126	3 
127	3 
128	1 
129	2 
130	1 
131	1 
132	1 
133	2 
134	1 
135	2 
136	2 
137	2 
138	2 
139	3 
140	3 
141	2 
142	1 
143	3 
144	2 
145	2 
146	2 
147	1 
148	3 
149	3 
150	2 
151	1 
152	3 
153	1 
154	2 
155	1 
156	2 
157	3 
158	2 
159	3 
160	1 
161	1 
162	1 
163	1 
164	3 
165	1 
166	1 
167	1 
168	2 
169	3 
170	1 
171	1 
172	2 
173	1 
174	1 
175	1 
176	1 
177	2 
178	1 
179	2 
180	3 
181	3 
182	2 
183	2 
184	3 
185	3 
186	3 
187	1 
188	3 
189	3 
190	3 
191	2 
192	3 
193	1 
194	2 
195	1 
196	1 
197	3 
198	1 
199	2 
200	3 
201	2 
202	1 
203	3 
204	3 
205	3 
206	2 
207	1 
208	3 
209	2 
210	1 
211	3 
212	1 
213	2 
214	1 
215	3 
216	3 
217	3 
218	2 
219	2 
220	3 
221	2 
222	2 
223	3 
224	1 
225	1 
226	2 
227	2 
228	3 
229	3 
230	2 
